A-bomb,Атомная бОмба,ˈeɪbɔm
saviour,спасИтель,ˈseɪvjə
savory,чабЕр,ˈseɪvərɪ
savourless,прЕсный,ˈseɪvəlɪs
savoy,савОйская капУста,səˈvɔɪ
Savoyard,савоЯр,səˈvɔɪɑ:d
saw-blade,полотнО пилЫ,ˈsɔ:bleɪd
saw-edged,зазУбренный,ˈsɔ:edʒd
saw-fly,пилИльщик,ˈsɔ:flaɪ
saw-frame,лесопИльная рАма,ˈsɔ:freɪm
saw-horse,кОзлы для пИлки дров,ˈsɔ:hɔ:s
saw-set,развОдка для пилЫ,ˈsɔ:set
saw-tones,визглИвый тон,ˈsɔ:təunz
saw-tooth,зуб пилЫ,ˈsɔ:tu:θ
saw-wort,серпУха,ˈsɔ:wə:t
sawbones,хирУрг,ˈsɔ:bəunz
sawder,лесть,ˈsɔ:də
sawdust,опИлки,ˈsɔ:dʌst
sawfish,пилА,ˈsɔ:fɪʃ
sawmill,лесопИльный завОд,ˈsɔ:mɪl
Sawney,простАк,ˈsɔ:nɪ
sawyer,пИльщик,ˈsɔ:jə
sawyer,усАч,ˈsɔ:jə
sax,шИферный молотОк,sæks
saxhorn,саксгОрн,ˈsækshɔ:n
saxifrage,камнелОмка,ˈsæksɪfrɪdʒ
Saxon blue,тЁмно,ˈsæksnˈblu:
saxony,тОнкая шерстянАя прЯжа,ˈsæksnɪ
saxony,ткань,ˈsæksnɪ
saxophone,саксофОн,ˈsæksəfəun
scabbard,нОжны,ˈskæbəd
scabby,покрЫтый стрУпьями,ˈskæbɪ
scabies,чесОтка,ˈskeɪbɪi:z
scabious,скабиОза,ˈskeɪbjəs
scabrous,щекотлИвый,ˈskeɪbrəs
scabrous,скабрЁзный,ˈskeɪbrəs
scad,ставрИда,skæd
scads,дЕньги,skædz
scads,Очень большОе колИчество,skædz
scale-beam,коромЫсло,ˈskeɪlbi:m
scale-board,тОнкая доскА,ˈskeɪlbɔ:d
scale-work,орнАмент в вИде чешуИ,ˈskeɪlwə:k
scaled,от,skeɪld
scaling-ladder,стремЯнка,ˈskeɪlɪŋˌlædə
scaling-ladder,пожАрная лЕстница,ˈskeɪlɪŋˌlædə
scallop-shell,рАковина гребешкА,ˈskɔləpʃel
scallywag,замОрыш,ˈskælɪwæg
scalpel,скАльпель,ˈskælpəl
scaly,чешУйчатый,ˈskeɪlɪ
scaly,покрЫтый нАкипью,ˈskeɪlɪ
scamp,бездЕльник,skæmp
scampish,беспУтный,ˈskæmpɪʃ
scan,прИстально разглЯдывать,skæn
scan,бЕгло просмАтривать,skæn
scan,скандИровать,skæn
scandal,позОрный,ˈskændl
scandal,злослОвие,ˈskændl
scandalize,возмущАть,ˈskændəlaɪz
scandalize,злослОвить,ˈskændəlaɪz
scandalmonger,сплЕтник,ˈskændlˌmʌŋgə
scandalous,скандАльный,ˈskændələs
scandalous,клеветнИческий,ˈskændələs
scandium,скАндий,ˈskændɪəm
scanning,сканИрование,ˈskænɪŋ
scansion,скандИрование,ˈskænʃən
scant,скупИться,skænt
scantling,весьмА небольшОе колИчество,ˈskæntlɪŋ
scantling,размЕры,ˈskæntlɪŋ
scantling,пило,ˈskæntlɪŋ
scantling,стеллАж для бОчек,ˈskæntlɪŋ
scanty,скУдный,ˈskæntɪ
scape,стЕбель,skeɪp
scapegoat,козЁл отпущЕния,ˈskeɪpgəut
scapegrace,повЕса,ˈskeɪpgreɪs
scaphander,прОбковый пОяс,skəˈfændə
scapula,лопАтка,ˈskæpjulə
scapular,лопАточный,ˈskæpjulə
scarab,скарабЕй,ˈskærəb
scaramouch,хвастлИвый трус,ˈskærəmautʃ
scarcity,недостАток,ˈskɛəsɪtɪ
scarcity,рЕдкость,ˈskɛəsɪtɪ
scare-head,сенсациОнный заголОвок,ˈskɛəˌhed
scare-heading,сенсациОнный заголОвок,ˈskɛəˌhedɪŋ
scarecrow,пУгало,ˈskɛəkrəu
scaremonger,паникЁр,ˈskɛəˌmʌŋgə
scarf,шарф,skɑ:f
scarf,гАлстук,skɑ:f
scarf,скос,skɑ:f
scarf,соединЕние замкОм,skɑ:f
scarf,рЕзать вкось,skɑ:f
scarf,дЕлать пазЫ,skɑ:f
scarf,соединЯть замкОм,skɑ:f
scarf,дЕлать продОльный разрЕз,skɑ:f
scarf welding,свАрка внахлЁстку,ˈskɑ:fˌweldɪŋ
scarf-pin,булАвка для гАлстука,ˈskɑ:fpɪn
scarf-skin,надкОжица,ˈskɑ:fskɪn
scarification,скарификАция,ˌskɛərɪfɪˈkeɪʃən
scarifier,скарификАтор,ˈskɛərɪfaɪə
scarify,жестОко раскритиковАть,ˈskɛərɪfaɪ
scarify,разрыхлЯть пОчву пЕред посЕвом,ˈskɛərɪfaɪ
scarlet fever,скарлатИна,ˈskɑ:lɪtˈfi:və
scarlet hat,кардинАльская шАпка,ˈskɑ:lɪtˈhæt
scarlet runner,фасОль Огненная,ˈskɑ:lɪtˈrʌnə
scarlet whore,проститУтка,ˈskɑ:lɪthɔ:
scat,манЕра джАзового пЕния,skæt
scatter,разбрАсывать,ˈskætə
scatter,посыпАть,ˈskætə
scatter,рассЕивать,ˈskætə
scatter,рассЕиваться,ˈskætə
scatter,разбивАть,ˈskætə
scatter,расточАть,ˈskætə
scatter-brain,вертопрАх,ˈskætəbreɪn
scatter-brained,легкомЫсленный,ˈskætəbreɪnd
scaup,чЕрнеть морскАя,ˈskɔ:p
scaup-duck,чЕрнеть морскАя,ˈskɔ:pdʌk
scavenge,убирАть мУсор,ˈskævɪndʒ
scavenger,убОрщик мУсора,ˈskævɪndʒə
scavenger,живОтное,ˈskævɪndʒə
scavenger,писАтель,ˈskævɪndʒə
scavenger&apos;s daughter,тискИ,ˈskævɪndʒəzˈdɔ:tə
scenarist,сценарИст,ˈsi:nərɪst
scene,сцЕна,si:n
scene,пейзАж,si:n
scene,сцЕна,si:n
scene shifter,рабОчий сцЕны,ˈsi:nˌʃɪftə
scene-dock,склад декорАций,ˈsi:ndɔk
scene-painter,худОжник,ˈsi:nˌpeɪntə
scenery,декорАции,ˈsi:nərɪ
scenery,пейзАж,ˈsi:nərɪ
scenic,сценИческий,ˈsi:nɪk
scenic,живопИсный,ˈsi:nɪk
scenic,декоратИвный,ˈsi:nɪk
sceptic,скЕптик,ˈskeptɪk
sceptical,скептИческий,ˈskeptɪkəl
scepticism,скептицИзм,ˈskeptɪsɪzm
sceptre,скИпетр,ˈsəptə
schematic,схематИческий,skɪˈmætɪk
schemer,интригАн,ˈski:mə
schemer,прожектЁр,ˈski:mə
Schiedam,голлАндский джин,skɪˈdæm
schilling,шИллинг,ˈʃɪlɪŋ
schism,схИзма,ˈsɪzm
schist,Аспидный слАнец,ʃɪst
schistose,сланцевАтый,ˈʃɪstəus
schistose,слоИстый,ˈʃɪstəus
schistous,сланцевАтый,ˈʃɪstəs
schistous,слоИстый,ˈʃɪstəs
schizophrenia,шизофренИя,ˌskɪtsəuˈfri:njə
scholar,учЁный,ˈskɔlə
scholar,филОлог,ˈskɔlə
scholar,стипендиАт,ˈskɔlə
scholarly,учЁный,ˈskɔləlɪ
scholarship,учЁность,ˈskɔləʃɪp
scholarship,стипЕндия,ˈskɔləʃɪp
scholasticism,схолАстика,skəˈlæstɪsɪzm
scholiast,комментАтор дрЕвних Авторов,ˈskəulɪæst
school leaver,ученИк,ˈsku:lˈli:və
school leaver,выпускнИк,ˈsku:lˈli:və
school miss,шкОльница,ˈsku:lmɪs
school miss,застЕнчивая,ˈsku:lmɪs
school pence,еженедЕльный взнос на учЕние в начАльной шкОле,ˈsku:lpens
school-board,мЕстный шкОльный совЕт,ˈsku:lbɔ:d
school-book,учЕбник,ˈsku:lbuk
school-mate,шкОльный товАрищ,ˈsku:lmeɪt
school-ship,учЕбное сУдно,ˈsku:lʃɪp
school-teacher,шкОльный учИтель,ˈsku:lˌti:tʃə
school-time,часЫ занЯтий,ˈsku:ltaɪm
school-time,гОды учЕния,ˈsku:ltaɪm
schoolable,подлежАщий обязАтельному шкОльному обучЕнию,ˈsku:ləbl
schoolable,поддаЮщийся обучЕнию,ˈsku:ləbl
schoolboy,шкОльник,ˈsku:lbɔɪ
schoolfellow,шкОльный товАрищ,ˈsku:lˌfeləu
schoolgirl,шкОльница,ˈsku:lgə:l
schoolman,схолАст,ˈsku:lmən
schoolman,преподавАтель,ˈsku:lmən
schoolmaster,шкОльный учИтель,ˈsku:lˌmɑ:stə
schoolmasterly,настАвнический,ˈsku:lˌmɑ:stəlɪ
schoolmistress,шкОльная учИтельница,ˈsku:lˌmɪstrɪs
schoolroom,класс,ˈsku:lrum
schools,экзАмены на учЁную стЕпень,sku:lz
schooner,шхУна,ˈsku:nə
schooner,высОкий бокАл для пИва,ˈsku:nə
sciagram,рентгеногрАмма,ˈsaɪəgræm
sciagraph,рентгеногрАмма,ˈsaɪəgrɑ:f
sciagraphy,рентгеноскопИя,saɪˈægrəfɪ
sciagraphy,наложЕние тенЕй,saɪˈægrəfɪ
sciatica,Ишиас,saɪˈætɪkə
science,наУка,ˈsaɪəns
science,умЕние,ˈsaɪəns
science fiction,наУчная фантАстика,ˈsaɪənsˌfɪkʃən
sciential,наУчный,saɪˈenʃəl
sciential,знАющий,saɪˈenʃəl
scientific,наУчный,ˌsaɪənˈtɪfɪk
scientific,высОкого клАсса,ˌsaɪənˈtɪfɪk
scientist,учЁный,ˈsaɪəntɪst
scientist,естествоиспытАтель,ˈsaɪəntɪst
scimitar,кривАя турЕцкая сАбля,ˈsɪmɪtə
scintilla,Искра,sɪnˈtɪlə
scintillate,сверкАть,ˈsɪntɪleɪt
scintillation,сверкАние,ˌsɪntɪˈleɪʃən
sciolism,мнИмая учЁность,ˈsaɪəulɪzm
sciolist,лжеучЁный,ˈsaɪəulɪst
scion,побЕг,ˈsaɪən
scion,Отпрыск,ˈsaɪən
scission,разрезАние,ˈsɪʒən
scissors,нОжницы,ˈsɪzəz
sclerosis,склерОз,sklɪəˈrəusɪs
sclerotic,склеротИческий,sklɪəˈrɔtɪk
scobs,опИлки,skɔbz
scobs,шлак,skɔbz
scoffer,насмЕшник,ˈskɔfə
sconce,канделЯбр,skɔns
sconce,головА,skɔns
sconce,чЕреп,skɔns
sconce,сообразИтельность,skɔns
scone,ячмЕнная,skɔn
scone,пшенИчная лепЁшка,skɔn
scoop-net,сачОк,ˈsku:pnet
scooter,дЕтский самокАт,ˈsku:tə
scooter,моторОллер,ˈsku:tə
scop,средневекОвый англИйский поЭт,skɔp
scorcher,жАркий день,ˈskɔ:tʃə
scorer,счЁтчик очкОв,ˈskɔ:rə
scorer,игрОк,ˈskɔ:rə
scoria,шлак,ˈskɔ:rɪə
scornful,презрИтельный,ˈskɔ:nful
Scorpio,СкорпиОн,ˈskɔ:pɪəu
scorpion,скорпиОн,ˈskɔ:pjən
Scot,шотлАндец,skɔt
scot,налОг,skɔt
Scotch tape,склЕивающая лЕнта,ˈskɔtʃˈteɪp
Scotchman,шотлАндец,ˈskɔtʃmən
Scotchwoman,шотлАндка,ˈskɔtʃˌwumən
scoter,турпАн,ˈskəutə
Scotland yard,СкОтленд,ˈskɔtləndˈjɑ:d
Scotticism,шотлАндское слОво,ˈskɔtɪsɪzm
Scotticize,подражАть шотлАндским обЫчаям,ˈskɔtɪsaɪz
Scotticize,шотлАндскому диалЕкту,ˈskɔtɪsaɪz
Scottish,шотлАндский,ˈskɔtɪʃ
scoundrel,негодЯй,ˈskaundrəl
scoundrelly,пОдлый,ˈskaundrəlɪ
scourer,мездрИльщик,ˈskaurə
scourer,металлИческая мочАлка для чИстки кУхонной посУды,ˈskaurə
scoutmaster,начАльник отрЯда бойскАутов,ˈskautˌmɑ:stə
scow,шалАнда,skau
scrabble,царАпать,ˈskræbl
scrabble,карАбкаться,ˈskræbl
scraggy,тОщий,ˈskrægɪ
scrambled eggs,яИчница,ˈskræmbldˈegz
scrannel,тОщий,ˈskrænl
scrannel,скрипУчий,ˈskrænl
scrap-book,альбОм для наклЕивания вЫрезок,ˈskræpbuk
scrap-heap,свАлка,ˈskræphi:p
scraper,желЕзная скобА,ˈskreɪpə
scraper,скрЯга,ˈskreɪpə
scrapple,кУшанье из свинИны с кукурУзной крупОй,ˈskræpl
scrappy,состоЯщий из остАтков,ˈskræpɪ
scrappy,отрЫвочный,ˈskræpɪ
scratch-race,состязАние без гандикАпа,ˈskrætʃreɪs
scratch-wig,наклАдка из волОс,ˈskrætʃwɪg
scratch-work,сграффИто,ˈskrætʃwə:k
scratchy,грУбый,ˈskrætʃɪ
scratchy,скрипУчий,ˈskrætʃɪ
scratchy,шершАвый,ˈskrætʃɪ
scratchy,разношЁрстный,ˈskrætʃɪ
scratchy,царАпающий,ˈskrætʃɪ
screak,пронзИтельно скрипЕть,skri:k
screamer,тот,ˈskri:mə
screamy,криклИвый,ˈskri:mɪ
screamy,кричАщий,ˈskri:mɪ
scree,каменИстая Осыпь,skri:
screech-owl,предвЕстник несчАстья,ˈskri:tʃaul
screechy,рЕзкий,ˈskri:tʃɪ
screen-wiper,стеклоочистИтель ветровОго стеклА,ˈskri:nˌwaɪpə
screenplay,сценАрий,ˈskri:npleɪ
screenwriter,сценарИст,ˈskri:nˌraɪtə
screw coupling,винтовАя стЯжка,ˈskru:ˌkʌplɪŋ
screw steamer,винтовОй парохОд,ˈskru:ˌsti:mə
screw valve,винтовОй клАпан,ˈskru:vælv
screw-ball,сумасбрОд,ˈskru:bɔ:l
screw-ball,сумасбрОдство,ˈskru:bɔ:l
screw-bolt,болт,ˈskru:bəult
screw-cutter,винторЕзный станОк,ˈskru:ˌkʌtə
screw-die,винторЕзная голОвка,ˈskru:daɪ
screw-jack,винтовОй домкрАт,ˈskru:dʒæk
screw-nail,шурУп для дЕрева,ˈskru:neɪl
screw-nut,гАйка,ˈskru:nʌt
screw-plate,винтовАльная доскА,ˈskru:pleɪt
screw-propeller,гребнОй винт,ˈskru:prəˌpelə
screw-thread,резьбА,ˈskru:θred
screw-wheel,винтовОе,ˈskru:wi:l
screw-wrench,разводнОй гАечный ключ,ˈskru:rentʃ
screwdriver,отвЁртка,ˈskru:ˌdraɪvə
screwed,пьЯный,skru:d
screwy,подозрИтельный,ˈskru:ɪ
screwy,пприжИмистый,ˈskru:ɪ
scribal,относЯщийся к перепИсчику,ˈskraɪbəl
scribble,грУбо чесАть,ˈskrɪbl
scribbler,писАка,ˈskrɪblə
scribe,размечАть,skraɪb
scrim,маскирОвочная сЕтка,skrɪm
scrimp,скупИться,skrɪmp
scrimpy,скУдный,ˈskrɪmpɪ
scrimpy,скупОй,ˈskrɪmpɪ
scrip,предварИтельный докумЕнт,skrɪp
scrip,бумАжные дЕньги,skrɪp
scriptural,библЕйский,ˈskrɪptʃərəl
scripture,БИблия,ˈskrɪptʃə
scripture,свящЕнная кнИга,ˈskrɪptʃə
scriptwriter,сценарИст,ˈskrɪptˌraɪtə
scriptwriter,Автор бесЕды,ˈskrɪptˌraɪtə
scriptwriter,лЕкции по рАдио,ˈskrɪptˌraɪtə
scrivener,писЕц,ˈskrɪvnə
scrofula,золотУха,ˈskrɔfjulə
scrofulous,морАльно развращЁнный,ˈskrɔfjuləs
scrollwork,орнАмент в вИде завиткОв,ˈskrəulwə:k
scrotum,мошОнка,ˈskrəutəm
scrubber,газопромывАтель,ˈskrʌbə
scrubber,скребОк,ˈskrʌbə
scrubbingbrush,жЁсткая щЁтка,ˈskrʌbɪŋbrʌʃ
scrubby,низкорОслый,ˈskrʌbɪ
scrubby,захудАлый,ˈskrʌbɪ
scrubby,порОсший кустАрником,ˈskrʌbɪ
scrubby,зарОсший щетИной,ˈskrʌbɪ
scrubup,основАтельная чИстка,ˈskrʌbˈʌp
scrubwoman,подЁнщица для рабОты по дОму,ˈskrʌbˌwumən
scruff,загрИвок,skrʌf
scrupulosity,щепетИльность,ˌskru:pjuˈlɔsɪtɪ
scrupulosity,добросОвестность,ˌskru:pjuˈlɔsɪtɪ
scrupulous,щепетИльный,ˈskru:pjuləs
scrupulous,добросОвестный,ˈskru:pjuləs
scrupulous,тщАтельный,ˈskru:pjuləs
scrutator,внимАтельный исслЕдователь,skru:ˈteɪtə
scrutineer,член комИссии,ˌskru:tɪˈnɪə
scrutinize,внимАтельно рассмАтривать,ˈskru:tɪnaɪz
scrutinize,тщАтельно исслЕдовать,ˈskru:tɪnaɪz
scrutiny,испытУющий взгляд,ˈskru:tɪnɪ
scrutiny,внимАтельный осмОтр,ˈskru:tɪnɪ
scrutiny,провЕрка прАвильности результАтов вЫборов,ˈskru:tɪnɪ
scry,смотрЕть в,skraɪ
scuff,идтИ волочА нОги,skʌf
scuff,истерЕть,skʌf
sculler,гребЕц пАрными вЁслами,ˈskʌlə
sculler,мАленькая двухвесЕльная лОдка,ˈskʌlə
scullery,помещЕние при кУхне для мытьЯ посУды,ˈskʌlərɪ
scullion,поварЁнок,ˈskʌljən
scullion,судомОйка,ˈskʌljən
sculptor,скУльптор,ˈskʌlrtə
sculptress,жЕнщина,ˈskʌlptrɪs
sculptural,скульптУрный,ˈskʌlptʃərəl
sculpturesque,скульптУрный,ˌskʌlptʃəˈresk
scummy,пЕнистый,ˈskʌmɪ
scummy,нИзкий,ˈskʌmɪ
scupper,шпигАт,ˈskʌpə
scurf,пЕрхоть,skə:f
scurf,налЁт,skə:f
scurfy,покрЫтый пЕрхотью,ˈskə:fɪ
scurfy,покрЫтый налЁтом,ˈskə:fɪ
scurrility,грУбость,skʌˈrɪlɪtɪ
scurrilous,грУбый,ˈskʌrɪləs
scurvied,цингОтный,ˈskə:vɪd
scurvy,цингА,ˈskə:vɪ
scut,корОткий хвост,skʌt
scutcheon,щит гербА,ˈskʌtʃən
scutcheon,дощЕчка с фамИлией,ˈskʌtʃən
scutcher,трепАло,ˈskʌtʃə
scuttle,люк,ˈskʌtl
scuttle,стремИтельное бЕгство,ˈskʌtl
scuttle,стремлЕние избежАть опАсности,ˈskʌtl
scuttle,тороплИвая похОдка,ˈskʌtl
scuttle,поспЕшно бежАть,ˈskʌtl
scuttle,позОрно бежАть от опАсности,ˈskʌtl
scuttle,спешИть,ˈskʌtl
scutum,щитОк,ˈskju:təm
sea,мОре,si:
sea,в мОре,si:
sea,волнЕние,si:
sea,огрОмное колИчество,si:
sea bear,морскОй кОтик,ˈsi:ˈbɛə
sea bear,бЕлый медвЕдь,ˈsi:ˈbɛə
sea captain,капитАн дАльнего плАвания,ˈsi:ˈkæptɪn
sea cucumber,морскОй огурЕц,ˈsi:ˌkju:kʌmbə
sea elephant,морскОй слон,ˈsi:ˈelɪfənt
sea front,примОрская часть гОрода,ˈsi:ˈfrʌnt
sea kale,крАмбе примОрская,ˈsi:ˈkeɪl
sea lawyer,придИра,ˈsi:ˈlɔ:jə
sea power,морскАя держАва,ˈsi:ˌpauə
sea serpent,морскАя змеЯ,ˈsi:ˌsə:pənt
seaanchor,плавУчий Якорь,ˈsi:ˌæŋkə
seaape,калАн,ˈsi:ˈeɪp
seabathing,купАние в мОре,ˈsi:ˌbɑ:ðɪŋ
seabiscuit,сухАрь,ˈsi:ˌbɪskɪt
seaboard,бЕрег мОря,ˈsi:bɔ:d
seaborne,перевозИмый мОрем,ˈsi:bɔ:n
seabreeze,вЕтер с мОря,ˈsi:ˈbri:z
seacalf,тюлЕнь,ˈsi:ˈkɑ:f
seacard,картУшка кОмпаса,ˈsi:ˈkɑ:d
seachest,матрОсский сундучОк,ˈsi:tʃest
seacow,ламантИн,ˈsi:ˈkau
seacow,дюгОнь,ˈsi:ˈkau
seacow,морж,ˈsi:ˈkau
seacow,гиппопотАм,ˈsi:ˈkau
seacraft,морскИе судА,ˈsi:krɑ:ft
seadog,тюлЕнь,ˈsi:dɔg
seadog,налИм,ˈsi:dɔg
